irn,RG Number,Record on the Internet,Record on the Intranet,Has Transcript?
508231,RG-50.549.05.0013,Yes,Yes,No
508260,RG-50.549.05.0014,Yes,Yes,yes
510190,RG-50.550.0001,Yes,Yes,no
84295,RG-50.551.01.0001,Yes,Yes,no
84322,RG-50.551.02.0001,Yes,Yes,no
84323,RG-50.551.02.0002,Yes,Yes,no
84324,RG-50.551.02.0003,Yes,Yes,no
84325,RG-50.551.02.0004,Yes,Yes,no
84326,RG-50.551.02.0005,Yes,Yes,no
84327,RG-50.551.02.0006,Yes,Yes,no
513693,RG-50.552.0001,Yes,Yes,no
84333,RG-50.552.0002,Yes,Yes,no
84334,RG-50.552.0003,Yes,Yes,no
84336,RG-50.552.0004,Yes,Yes,no
84340,RG-50.552.0005,Yes,Yes,no
84343,RG-50.552.0006,Yes,Yes,no
84345,RG-50.552.0007,Yes,Yes,no
707877,RG-50.552.0008,Yes,Yes,no
707878,RG-50.552.0009,Yes,Yes,no
707879,RG-50.552.0010,Yes,Yes,no
707880,RG-50.552.0011,Yes,Yes,no
707881,RG-50.552.0012,Yes,Yes,no
510664,RG-50.553.0001,Yes,Yes,no
520103,RG-50.554.0001,No,Yes,no
84352,RG-50.555.0001,Yes,Yes,no
512227,RG-50.556.0001,Yes,Yes,no
520390,RG-50.557.0001,No,Yes,no
520369,RG-50.558.0001,Yes,Yes,no
515041,RG-50.559.0001,Yes,Yes,no
515043,RG-50.559.0002,Yes,Yes,no
515044,RG-50.559.0003,Yes,Yes,no
512934,RG-50.560.0001,Yes,Yes,no
511210,RG-50.561.0001,Yes,Yes,Yes
514241,RG-50.562.0001,Yes,Yes,yes
514242,RG-50.562.0002,Yes,Yes,yes
514929,RG-50.562.0003,Yes,Yes,yes
514926,RG-50.562.0004,Yes,Yes,yes
515787,RG-50.562.0005,Yes,Yes,yes
515830,RG-50.562.0006,Yes,Yes,yes
517292,RG-50.562.0007,Yes,Yes,yes
518055,RG-50.562.0008,Yes,Yes,yes
518056,RG-50.562.0009,Yes,Yes,yes
518264,RG-50.562.0010,Yes,Yes,yes
514516,RG-50.563.0001,Yes,Yes,no
514433,RG-50.564.0001,Yes,Yes,no
512818,RG-50.565.0001,Yes,Yes,no
512314,RG-50.566.0001,Yes,Yes,no
520784,RG-50.567.0001,Yes,Yes,no
514970,RG-50.568.0001,Yes,Yes,Yes
628837,RG-50.568.01.0071,Yes,Yes,No
628838,RG-50.568.01.0072,Yes,Yes,No
514974,RG-50.568.0002,Yes,Yes,Yes
514980,RG-50.568.0003,Yes,Yes,Yes
514983,RG-50.568.0004,Yes,Yes,No
514987,RG-50.568.0005,Yes,Yes,No
517457,RG-50.568.0006,Yes,Yes,Yes
517459,RG-50.568.0007,Yes,Yes,no
517460,RG-50.568.0008,Yes,Yes,no
517462,RG-50.568.0009,Yes,Yes,Yes
517484,RG-50.568.0010,Yes,Yes,no
517486,RG-50.568.0011,Yes,Yes,No
517487,RG-50.568.0012,Yes,Yes,No
517488,RG-50.568.0013,Yes,Yes,No
517489,RG-50.568.0014,Yes,Yes,yes
517490,RG-50.568.0015,Yes,Yes,no
517491,RG-50.568.0016,Yes,Yes,yes
517492,RG-50.568.0017,Yes,Yes,no
517493,RG-50.568.0018,Yes,Yes,no
517494,RG-50.568.0019,Yes,Yes,No
517495,RG-50.568.0020,Yes,Yes,no
517496,RG-50.568.0021,Yes,Yes,no
517497,RG-50.568.0022,Yes,Yes,No
517498,RG-50.568.0023,Yes,Yes,No
517499,RG-50.568.0024,Yes,Yes,no
517500,RG-50.568.0025,Yes,Yes,Yes
517501,RG-50.568.0026,Yes,Yes,No
517502,RG-50.568.0027,Yes,Yes,No
517503,RG-50.568.0028,Yes,Yes,No
517504,RG-50.568.0029,Yes,Yes,No
518064,RG-50.568.0030,Yes,Yes,no
518065,RG-50.568.0031,Yes,Yes,no
518066,RG-50.568.0032,Yes,Yes,No
518067,RG-50.568.0033,Yes,Yes,No
518068,RG-50.568.0034,Yes,Yes,no
518069,RG-50.568.0035,Yes,Yes,no
518070,RG-50.568.0036,Yes,Yes,no
518071,RG-50.568.0037,Yes,Yes,Yes
518072,RG-50.568.0038,Yes,Yes,Yes
518073,RG-50.568.0039,Yes,Yes,no
518762,RG-50.568.0040,Yes,Yes,no
518763,RG-50.568.0041,Yes,Yes,no
518764,RG-50.568.0042,Yes,Yes,No
518765,RG-50.568.0043,Yes,Yes,No
518766,RG-50.568.0044,Yes,Yes,no
518767,RG-50.568.0045,Yes,Yes,No
518768,RG-50.568.0046,Yes,Yes,no
518769,RG-50.568.0047,Yes,Yes,no
518770,RG-50.568.0048,Yes,Yes,no
518771,RG-50.568.0049,Yes,Yes,no
518772,RG-50.568.0050,Yes,Yes,no
518773,RG-50.568.0051,Yes,Yes,No
518774,RG-50.568.0052,Yes,Yes,No
44880,RG-50.568.0053,Yes,Yes,no
44873,RG-50.568.0054,Yes,Yes,no
44881,RG-50.568.0055,Yes,Yes,no
44882,RG-50.568.0056,Yes,Yes,no
44883,RG-50.568.0057,Yes,Yes,no
44884,RG-50.568.0058,Yes,Yes,no
44885,RG-50.568.0059,Yes,Yes,no
44886,RG-50.568.0060,Yes,Yes,no
44887,RG-50.568.0061,Yes,Yes,no
44889,RG-50.568.0062,Yes,Yes,no
44890,RG-50.568.0063,Yes,Yes,no
44891,RG-50.568.0064,Yes,Yes,no
44892,RG-50.568.0065,Yes,Yes,no
50442,RG-50.568.0066,Yes,Yes,no
50444,RG-50.568.0067,Yes,Yes,no
50445,RG-50.568.0068,Yes,Yes,Yes
50447,RG-50.568.0069,Yes,Yes,no
50450,RG-50.568.0070,Yes,Yes,no
551216,RG-50.568.0071,Yes,Yes,No
551217,RG-50.568.0072,Yes,Yes,No
628833,RG-50.568.0073,Yes,Yes,No
628834,RG-50.568.0074,Yes,Yes,No
628835,RG-50.568.0075,Yes,Yes,No
628836,RG-50.568.0076,Yes,Yes,No
516235,RG-50.569.0001,Yes,Yes,no
516243,RG-50.569.0002,Yes,Yes,no
516244,RG-50.569.0003,Yes,Yes,No
516245,RG-50.569.0004,Yes,Yes,no
516246,RG-50.569.0005,Yes,Yes,no
516247,RG-50.569.0006,Yes,Yes,no
516248,RG-50.569.0007,Yes,Yes,no
516249,RG-50.569.0008,Yes,Yes,no
516250,RG-50.569.0009,Yes,Yes,no
516251,RG-50.569.0010,Yes,Yes,no
516256,RG-50.569.0011,Yes,Yes,no
516257,RG-50.569.0012,Yes,Yes,no
516258,RG-50.569.0013,Yes,Yes,No
516259,RG-50.569.0014,Yes,Yes,no
516260,RG-50.569.0015,Yes,Yes,no
516261,RG-50.569.0016,Yes,Yes,no
516262,RG-50.569.0017,Yes,Yes,no
516263,RG-50.569.0018,Yes,Yes,no
516264,RG-50.569.0019,Yes,Yes,no
516295,RG-50.569.0020,Yes,Yes,No
516296,RG-50.569.0021,Yes,Yes,no
516297,RG-50.569.0022,Yes,Yes,No
516298,RG-50.569.0023,Yes,Yes,no
516299,RG-50.569.0024,Yes,Yes,No
516300,RG-50.569.0025,Yes,Yes,No
516301,RG-50.569.0026,Yes,Yes,No
516304,RG-50.569.0027,Yes,Yes,no
516305,RG-50.569.0028,Yes,Yes,no
516307,RG-50.569.0029,Yes,Yes,No
516322,RG-50.569.0030,Yes,Yes,no
516325,RG-50.569.0031,Yes,Yes,No
516326,RG-50.569.0032,Yes,Yes,No
516335,RG-50.569.0033,Yes,Yes,No
516336,RG-50.569.0034,Yes,Yes,No
516338,RG-50.569.0035,Yes,Yes,No
516339,RG-50.569.0036,Yes,Yes,No
516340,RG-50.569.0037,Yes,Yes,no
516341,RG-50.569.0038,Yes,Yes,no
516342,RG-50.569.0039,Yes,Yes,no
516343,RG-50.569.0040,Yes,Yes,no
516344,RG-50.569.0041,Yes,Yes,yes
516346,RG-50.569.0042,Yes,Yes,no
517426,RG-50.570.0001,Yes,Yes,Yes
517427,RG-50.570.0002,Yes,Yes,Yes
517428,RG-50.570.0003,Yes,Yes,Yes
517429,RG-50.570.0004,Yes,Yes,Yes
517430,RG-50.570.0005,Yes,Yes,Yes
517431,RG-50.570.0006,Yes,Yes,Yes
517432,RG-50.570.0007,Yes,Yes,Yes
517433,RG-50.570.0008,Yes,Yes,Yes
517434,RG-50.570.0009,Yes,Yes,Yes
517946,RG-50.570.0010,Yes,Yes,Yes
517947,RG-50.570.0011,Yes,Yes,Yes
517948,RG-50.570.0012,Yes,Yes,Yes
517949,RG-50.570.0013,Yes,Yes,No
517950,RG-50.570.0014,Yes,Yes,Yes
517951,RG-50.570.0015,Yes,Yes,Yes
517952,RG-50.570.0016,Yes,Yes,Yes
517955,RG-50.570.0017,Yes,Yes,Yes
517956,RG-50.570.0018,Yes,Yes,Yes
517958,RG-50.570.0019,Yes,Yes,Yes
517959,RG-50.570.0020,Yes,Yes,Yes
517960,RG-50.570.0021,Yes,Yes,Yes
517961,RG-50.570.0022,Yes,Yes,Yes
517965,RG-50.570.0023,Yes,Yes,Yes
517966,RG-50.570.0024,Yes,Yes,Yes
518706,RG-50.570.0025,Yes,Yes,Yes
518707,RG-50.570.0026,Yes,Yes,Yes
518708,RG-50.570.0027,Yes,Yes,Yes
518709,RG-50.570.0028,Yes,Yes,Yes
518710,RG-50.570.0029,Yes,Yes,Yes
518711,RG-50.570.0030,Yes,Yes,Yes
518712,RG-50.570.0031,Yes,Yes,Yes
518713,RG-50.570.0032,Yes,Yes,Yes
518714,RG-50.570.0033,Yes,Yes,Yes
501755,RG-50.571.0001,Yes,Yes,Yes
517823,RG-50.572.0001,Yes,Yes,Yes
517824,RG-50.572.0002,Yes,Yes,Yes
517825,RG-50.572.0003,Yes,Yes,yes
517826,RG-50.572.0004,Yes,Yes,Yes
517827,RG-50.572.0005,Yes,Yes,yes
517828,RG-50.572.0006,Yes,Yes,yes
517829,RG-50.572.0007,Yes,Yes,yes
517830,RG-50.572.0008,Yes,Yes,Yes
517831,RG-50.572.0009,Yes,Yes,yes
517832,RG-50.572.0010,Yes,Yes,Yes
517833,RG-50.572.0011,Yes,Yes,yes
517834,RG-50.572.0012,Yes,Yes,yes
517835,RG-50.572.0013,Yes,Yes,yes
517836,RG-50.572.0014,Yes,Yes,Yes
517837,RG-50.572.0015,Yes,Yes,Yes
517838,RG-50.572.0016,Yes,Yes,yes
517839,RG-50.572.0017,Yes,Yes,yes
517840,RG-50.572.0018,Yes,Yes,Yes
517841,RG-50.572.0019,Yes,Yes,Yes
517842,RG-50.572.0020,Yes,Yes,yes
45370,RG-50.572.0021,Yes,Yes,Yes
45451,RG-50.572.0022,Yes,Yes,Yes
45452,RG-50.572.0023,Yes,Yes,no
45454,RG-50.572.0024,Yes,Yes,Yes
45455,RG-50.572.0025,Yes,Yes,Yes
45458,RG-50.572.0026,Yes,Yes,Yes
45459,RG-50.572.0027,Yes,Yes,no
45460,RG-50.572.0028,Yes,Yes,Yes
45461,RG-50.572.0029,Yes,Yes,Yes
45462,RG-50.572.0030,Yes,Yes,Yes
45463,RG-50.572.0031,Yes,Yes,Yes
45464,RG-50.572.0032,Yes,Yes,Yes
45465,RG-50.572.0033,Yes,Yes,Yes
45466,RG-50.572.0034,Yes,Yes,Yes
45467,RG-50.572.0035,Yes,Yes,Yes
45468,RG-50.572.0036,Yes,Yes,Yes
45469,RG-50.572.0037,Yes,Yes,Yes
45470,RG-50.572.0038,Yes,Yes,Yes
45471,RG-50.572.0039,Yes,Yes,Yes
45472,RG-50.572.0040,Yes,Yes,Yes
45473,RG-50.572.0041,Yes,Yes,Yes
45474,RG-50.572.0042,Yes,Yes,no
45475,RG-50.572.0043,Yes,Yes,Yes
45476,RG-50.572.0044,Yes,Yes,Yes
45477,RG-50.572.0045,Yes,Yes,Yes
45495,RG-50.572.0046,Yes,Yes,Yes
45496,RG-50.572.0047,Yes,Yes,Yes
45498,RG-50.572.0048,Yes,Yes,Yes
45499,RG-50.572.0049,Yes,Yes,Yes
45500,RG-50.572.0050,Yes,Yes,Yes
45501,RG-50.572.0051,Yes,Yes,Yes
45502,RG-50.572.0052,Yes,Yes,Yes
45503,RG-50.572.0053,Yes,Yes,Yes
45504,RG-50.572.0054,Yes,Yes,Yes
45505,RG-50.572.0055,Yes,Yes,Yes
45506,RG-50.572.0056,Yes,Yes,Yes
45507,RG-50.572.0057,Yes,Yes,Yes
45508,RG-50.572.0058,Yes,Yes,Yes
45509,RG-50.572.0059,Yes,Yes,Yes
45510,RG-50.572.0060,Yes,Yes,Yes
45511,RG-50.572.0061,Yes,Yes,Yes
45512,RG-50.572.0062,Yes,Yes,Yes
45513,RG-50.572.0063,Yes,Yes,Yes
45514,RG-50.572.0064,Yes,Yes,Yes
45515,RG-50.572.0065,Yes,Yes,Yes
45516,RG-50.572.0066,Yes,Yes,Yes
45517,RG-50.572.0067,Yes,Yes,Yes
45518,RG-50.572.0068,Yes,Yes,Yes
45519,RG-50.572.0069,Yes,Yes,Yes
45520,RG-50.572.0070,Yes,Yes,Yes
45521,RG-50.572.0071,Yes,Yes,Yes
45522,RG-50.572.0072,Yes,Yes,Yes
45523,RG-50.572.0073,Yes,Yes,Yes
45524,RG-50.572.0074,Yes,Yes,Yes
45525,RG-50.572.0075,Yes,Yes,Yes
45526,RG-50.572.0076,Yes,Yes,Yes
45527,RG-50.572.0077,Yes,Yes,no
45529,RG-50.572.0078,Yes,Yes,Yes
45540,RG-50.572.0079,Yes,Yes,Yes
45530,RG-50.572.0080,Yes,Yes,Yes
45531,RG-50.572.0081,Yes,Yes,Yes
45532,RG-50.572.0082,Yes,Yes,Yes
45533,RG-50.572.0083,Yes,Yes,Yes
45534,RG-50.572.0084,Yes,Yes,no
45535,RG-50.572.0085,Yes,Yes,no
45536,RG-50.572.0086,Yes,Yes,Yes
45537,RG-50.572.0087,Yes,Yes,Yes
45538,RG-50.572.0088,Yes,Yes,Yes
45541,RG-50.572.0089,Yes,Yes,Yes
45543,RG-50.572.0090,Yes,Yes,Yes
45544,RG-50.572.0091,Yes,Yes,Yes
45545,RG-50.572.0092,Yes,Yes,Yes
45546,RG-50.572.0093,Yes,Yes,Yes
45547,RG-50.572.0094,Yes,Yes,Yes
45548,RG-50.572.0095,Yes,Yes,no
45549,RG-50.572.0096,Yes,Yes,no
45550,RG-50.572.0097,Yes,Yes,Yes
45551,RG-50.572.0098,Yes,Yes,Yes
45552,RG-50.572.0099,Yes,Yes,no
45553,RG-50.572.0100,Yes,Yes,Yes
45554,RG-50.572.0101,Yes,Yes,Yes
45555,RG-50.572.0102,Yes,Yes,Yes
45556,RG-50.572.0103,Yes,Yes,Yes
45557,RG-50.572.0104,Yes,Yes,Yes
45558,RG-50.572.0105,Yes,Yes,Yes
45559,RG-50.572.0106,Yes,Yes,no
45560,RG-50.572.0107,Yes,Yes,Yes
45561,RG-50.572.0108,Yes,Yes,Yes
45564,RG-50.572.0109,Yes,Yes,Yes
45565,RG-50.572.0110,Yes,Yes,Yes
45566,RG-50.572.0111,Yes,Yes,Yes
45567,RG-50.572.0112,Yes,Yes,no
45568,RG-50.572.0113,Yes,Yes,no
45637,RG-50.572.0114,Yes,Yes,no
45638,RG-50.572.0115,Yes,Yes,Yes
45639,RG-50.572.0116,Yes,Yes,Yes
45640,RG-50.572.0117,Yes,Yes,Yes
45641,RG-50.572.0118,Yes,Yes,Yes
45642,RG-50.572.0119,Yes,Yes,Yes
45643,RG-50.572.0120,Yes,Yes,Yes
45644,RG-50.572.0121,Yes,Yes,Yes
45645,RG-50.572.0122,Yes,Yes,Yes
45646,RG-50.572.0123,Yes,Yes,Yes
45647,RG-50.572.0124,Yes,Yes,Yes
45648,RG-50.572.0125,Yes,Yes,Yes
45649,RG-50.572.0126,Yes,Yes,Yes
45650,RG-50.572.0127,Yes,Yes,Yes
45651,RG-50.572.0128,Yes,Yes,Yes
45652,RG-50.572.0129,Yes,Yes,Yes
45653,RG-50.572.0130,Yes,Yes,Yes
45654,RG-50.572.0131,Yes,Yes,Yes
45655,RG-50.572.0132,Yes,Yes,Yes
45656,RG-50.572.0133,Yes,Yes,Yes
45657,RG-50.572.0134,Yes,Yes,Yes
45658,RG-50.572.0135,Yes,Yes,Yes
45659,RG-50.572.0136,Yes,Yes,Yes
45660,RG-50.572.0137,Yes,Yes,Yes
45661,RG-50.572.0138,Yes,Yes,Yes
45662,RG-50.572.0139,Yes,Yes,Yes
45663,RG-50.572.0140,Yes,Yes,Yes
45664,RG-50.572.0141,Yes,Yes,Yes
45665,RG-50.572.0142,Yes,Yes,Yes
45666,RG-50.572.0143,Yes,Yes,Yes
45667,RG-50.572.0144,Yes,Yes,Yes
45668,RG-50.572.0145,Yes,Yes,Yes
45669,RG-50.572.0146,Yes,Yes,Yes
45670,RG-50.572.0147,Yes,Yes,Yes
45671,RG-50.572.0148,Yes,Yes,Yes
45672,RG-50.572.0149,Yes,Yes,Yes
45673,RG-50.572.0150,Yes,Yes,Yes
45674,RG-50.572.0151,Yes,Yes,Yes
45675,RG-50.572.0152,Yes,Yes,Yes
45676,RG-50.572.0153,Yes,Yes,Yes
45677,RG-50.572.0154,Yes,Yes,Yes
45678,RG-50.572.0155,Yes,Yes,Yes
45679,RG-50.572.0156,Yes,Yes,Yes
45680,RG-50.572.0157,Yes,Yes,Yes
45681,RG-50.572.0158,Yes,Yes,Yes
45683,RG-50.572.0159,Yes,Yes,Yes
45684,RG-50.572.0160,Yes,Yes,Yes
45685,RG-50.572.0161,Yes,Yes,Yes
45686,RG-50.572.0162,Yes,Yes,no
45687,RG-50.572.0163,Yes,Yes,Yes
45688,RG-50.572.0164,Yes,Yes,Yes
45689,RG-50.572.0165,Yes,Yes,Yes
45690,RG-50.572.0166,Yes,Yes,Yes
45691,RG-50.572.0167,Yes,Yes,Yes
45692,RG-50.572.0168,Yes,Yes,Yes
45693,RG-50.572.0169,Yes,Yes,Yes
45694,RG-50.572.0170,Yes,Yes,Yes
45695,RG-50.572.0171,Yes,Yes,Yes
45696,RG-50.572.0172,Yes,Yes,Yes
45697,RG-50.572.0173,Yes,Yes,Yes
517752,RG-50.573.0001,Yes,Yes,Yes
517753,RG-50.573.0002,Yes,Yes,No
517754,RG-50.573.0003,Yes,Yes,No
517755,RG-50.573.0004,Yes,Yes,No
517756,RG-50.573.0005,Yes,Yes,Yes
517757,RG-50.573.0006,Yes,Yes,No
517758,RG-50.573.0007,Yes,Yes,Yes
517759,RG-50.573.0008,Yes,Yes,No
517760,RG-50.573.0009,Yes,Yes,Yes
517761,RG-50.573.0010,Yes,Yes,Yes
517762,RG-50.573.0011,Yes,Yes,Yes
517763,RG-50.573.0012,Yes,Yes,Yes
517764,RG-50.573.0013,Yes,Yes,Yes
517765,RG-50.573.0014,Yes,Yes,Yes
518751,RG-50.573.0015,Yes,Yes,Yes
518752,RG-50.573.0016,Yes,Yes,Yes
518753,RG-50.573.0017,Yes,Yes,No
552695,RG-50.573.0018,Yes,Yes,No
552696,RG-50.573.0019,Yes,Yes,No
552698,RG-50.573.0020,Yes,Yes,No
564151,RG-50.573.0021,Yes,Yes,No
564152,RG-50.573.0022,Yes,Yes,No
564154,RG-50.573.0024,Yes,Yes,No
564155,RG-50.573.0025,Yes,Yes,No
564156,RG-50.573.0026,Yes,Yes,No
564157,RG-50.573.0027,Yes,Yes,No
564158,RG-50.573.0028,Yes,Yes,No
564159,RG-50.573.0029,Yes,Yes,No
564160,RG-50.573.0030,Yes,Yes,No
564161,RG-50.573.0031,Yes,Yes,No
564162,RG-50.573.0032,Yes,Yes,No
564163,RG-50.573.0033,Yes,Yes,No
564164,RG-50.573.0034,Yes,Yes,No
564165,RG-50.573.0035,Yes,Yes,No
564166,RG-50.573.0036,Yes,Yes,No
564179,RG-50.573.0037,Yes,Yes,No
564180,RG-50.573.0038,Yes,Yes,No
595901,RG-50.573.0039,Yes,Yes,No
595912,RG-50.573.0040,Yes,Yes,No
595915,RG-50.573.0041,Yes,Yes,No
595917,RG-50.573.0042,Yes,Yes,No
595918,RG-50.573.0043,Yes,Yes,No
595919,RG-50.573.0044,Yes,Yes,No
595920,RG-50.573.0045,Yes,Yes,No
595921,RG-50.573.0046,Yes,Yes,No
595922,RG-50.573.0047,Yes,Yes,No
713160,RG-50.573.0048,Yes,Yes,No
713161,RG-50.573.0049,Yes,Yes,No
713170,RG-50.573.0050,Yes,Yes,No
713162,RG-50.573.0051,Yes,Yes,No
719318,RG-50.573.0052,Yes,Yes,No
517711,RG-50.574.0001,Yes,Yes,No
517712,RG-50.574.0002,Yes,Yes,No
517714,RG-50.574.0003,Yes,Yes,No
517715,RG-50.574.0004,Yes,Yes,No
517718,RG-50.574.0005,Yes,Yes,No
517719,RG-50.574.0006,Yes,Yes,No
517720,RG-50.574.0007,Yes,Yes,No
517721,RG-50.574.0008,Yes,Yes,No
518913,RG-50.575.0001,Yes,Yes,Yes
518914,RG-50.575.0002,Yes,Yes,Yes
518915,RG-50.575.0003,Yes,Yes,Yes
518918,RG-50.575.0004,Yes,Yes,Yes
518919,RG-50.575.0005,Yes,Yes,Yes
518920,RG-50.575.0006,Yes,Yes,Yes
518921,RG-50.575.0007,Yes,Yes,Yes
518922,RG-50.575.0008,Yes,Yes,Yes
518923,RG-50.575.0009,Yes,Yes,Yes
518924,RG-50.575.0010,Yes,Yes,No
518925,RG-50.575.0011,Yes,Yes,Yes
518926,RG-50.575.0012,Yes,Yes,Yes
518927,RG-50.575.0013,Yes,Yes,Yes
518928,RG-50.575.0014,Yes,Yes,Yes
518929,RG-50.575.0015,Yes,Yes,Yes
518930,RG-50.575.0016,Yes,Yes,Yes
518931,RG-50.575.0017,Yes,Yes,Yes
518932,RG-50.575.0018,Yes,Yes,Yes
44893,RG-50.575.0019,Yes,Yes,Yes
44909,RG-50.575.0020,Yes,Yes,Yes
44910,RG-50.575.0021,Yes,Yes,Yes
44911,RG-50.575.0022,Yes,Yes,Yes
44912,RG-50.575.0023,Yes,Yes,no
44931,RG-50.575.0024,Yes,Yes,Yes
44932,RG-50.575.0025,Yes,Yes,Yes
44933,RG-50.575.0026,Yes,Yes,Yes
44934,RG-50.575.0027,Yes,Yes,no
44935,RG-50.575.0028,Yes,Yes,Yes
44936,RG-50.575.0029,Yes,Yes,Yes
44937,RG-50.575.0030,Yes,Yes,Yes
44938,RG-50.575.0031,Yes,Yes,Yes
44939,RG-50.575.0032,Yes,Yes,Yes
44940,RG-50.575.0033,Yes,Yes,Yes
44941,RG-50.575.0034,Yes,Yes,Yes
44942,RG-50.575.0035,Yes,Yes,Yes
44943,RG-50.575.0036,Yes,Yes,Yes
44944,RG-50.575.0037,Yes,Yes,Yes
44945,RG-50.575.0038,Yes,Yes,Yes
44946,RG-50.575.0039,Yes,Yes,Yes
44947,RG-50.575.0040,Yes,Yes,Yes
44948,RG-50.575.0041,Yes,Yes,Yes
44949,RG-50.575.0042,Yes,Yes,Yes
44950,RG-50.575.0043,Yes,Yes,Yes
44951,RG-50.575.0044,Yes,Yes,Yes
44952,RG-50.575.0045,Yes,Yes,Yes
44953,RG-50.575.0046,Yes,Yes,Yes
44954,RG-50.575.0047,Yes,Yes,Yes
44955,RG-50.575.0048,Yes,Yes,Yes
44956,RG-50.575.0049,Yes,Yes,Yes
44957,RG-50.575.0050,Yes,Yes,Yes
44958,RG-50.575.0051,Yes,Yes,Yes
44959,RG-50.575.0052,Yes,Yes,Yes
44960,RG-50.575.0053,Yes,Yes,Yes
44961,RG-50.575.0054,Yes,Yes,Yes
44962,RG-50.575.0055,Yes,Yes,no
44964,RG-50.575.0056,Yes,Yes,Yes
44965,RG-50.575.0057,Yes,Yes,Yes
44966,RG-50.575.0058,Yes,Yes,Yes
44967,RG-50.575.0059,Yes,Yes,Yes
44968,RG-50.575.0060,Yes,Yes,Yes
44969,RG-50.575.0061,Yes,Yes,no
44970,RG-50.575.0062,Yes,Yes,no
44971,RG-50.575.0063,Yes,Yes,no
44972,RG-50.575.0064,Yes,Yes,no
44973,RG-50.575.0065,Yes,Yes,no
44974,RG-50.575.0066,Yes,Yes,no
44975,RG-50.575.0067,Yes,Yes,no
44976,RG-50.575.0068,Yes,Yes,no
44977,RG-50.575.0069,Yes,Yes,no
44978,RG-50.575.0070,Yes,Yes,Yes
44979,RG-50.575.0071,Yes,Yes,no
44980,RG-50.575.0072,Yes,Yes,no
44981,RG-50.575.0073,Yes,Yes,Yes
44982,RG-50.575.0074,Yes,Yes,no
44983,RG-50.575.0075,Yes,Yes,no
44984,RG-50.575.0076,Yes,Yes,no
44986,RG-50.575.0077,Yes,Yes,no
44985,RG-50.575.0078,Yes,Yes,no
44987,RG-50.575.0079,Yes,Yes,no
44988,RG-50.575.0080,Yes,Yes,no
44989,RG-50.575.0081,Yes,Yes,Yes
44990,RG-50.575.0082,Yes,Yes,no
44991,RG-50.575.0083,Yes,Yes,no
44992,RG-50.575.0084,Yes,Yes,no
44993,RG-50.575.0085,Yes,Yes,Yes
44994,RG-50.575.0086,Yes,Yes,no
44995,RG-50.575.0087,Yes,Yes,no
44996,RG-50.575.0088,Yes,Yes,no
44997,RG-50.575.0089,Yes,Yes,no
44998,RG-50.575.0090,Yes,Yes,no
44999,RG-50.575.0091,Yes,Yes,no
45000,RG-50.575.0092,Yes,Yes,no
45001,RG-50.575.0093,Yes,Yes,no
45002,RG-50.575.0094,Yes,Yes,no
45003,RG-50.575.0095,Yes,Yes,no
45004,RG-50.575.0096,Yes,Yes,no
45005,RG-50.575.0097,Yes,Yes,no
45006,RG-50.575.0098,Yes,Yes,no
45007,RG-50.575.0099,Yes,Yes,no
45008,RG-50.575.0100,Yes,Yes,no
50610,RG-50.575.0101,Yes,Yes,Yes
50611,RG-50.575.0102,Yes,Yes,Yes
50612,RG-50.575.0103,Yes,Yes,no
50613,RG-50.575.0104,Yes,Yes,Yes
50614,RG-50.575.0105,Yes,Yes,Yes
50615,RG-50.575.0106,Yes,Yes,Yes
50616,RG-50.575.0107,Yes,Yes,no
50617,RG-50.575.0108,Yes,Yes,no
50618,RG-50.575.0109,Yes,Yes,Yes
50619,RG-50.575.0110,Yes,Yes,Yes
50620,RG-50.575.0111,Yes,Yes,no
50621,RG-50.575.0112,Yes,Yes,no
50622,RG-50.575.0113,Yes,Yes,Yes
50623,RG-50.575.0114,Yes,Yes,Yes
50624,RG-50.575.0115,Yes,Yes,Yes
50625,RG-50.575.0116,Yes,Yes,Yes
50626,RG-50.575.0117,Yes,Yes,no
50628,RG-50.575.0118,Yes,Yes,no
50629,RG-50.575.0119,Yes,Yes,Yes
50630,RG-50.575.0120,Yes,Yes,Yes
50631,RG-50.575.0121,Yes,Yes,no
50632,RG-50.575.0122,Yes,Yes,Yes
552682,RG-50.575.0123,Yes,Yes,No
552683,RG-50.575.0124,Yes,Yes,No
552685,RG-50.575.0125,Yes,Yes,No
552686,RG-50.575.0126,Yes,Yes,No
552687,RG-50.575.0127,Yes,Yes,No
552689,RG-50.575.0128,Yes,Yes,No
564182,RG-50.575.0129,Yes,Yes,No
564185,RG-50.575.0130,Yes,Yes,No
564188,RG-50.575.0131,Yes,Yes,No
564189,RG-50.575.0132,Yes,Yes,No
564190,RG-50.575.0133,Yes,Yes,No
564191,RG-50.575.0134,Yes,Yes,No
564192,RG-50.575.0135,Yes,Yes,No
564193,RG-50.575.0136,Yes,Yes,No
564194,RG-50.575.0137,Yes,Yes,No
595925,RG-50.575.0138,Yes,Yes,No
595926,RG-50.575.0139,Yes,Yes,No
595928,RG-50.575.0140,Yes,Yes,No
595929,RG-50.575.0141,Yes,Yes,No
596035,RG-50.575.0142,Yes,Yes,No
596036,RG-50.575.0143,Yes,Yes,No
596037,RG-50.575.0144,Yes,Yes,No
596038,RG-50.575.0145,Yes,Yes,No
596039,RG-50.575.0146,Yes,Yes,No
596040,RG-50.575.0147,Yes,Yes,No
